Year,Week,resort,visitors
2018,8,Mt. Stirling,1128.0
2018,8,Perisher,55592.0
2018,8,Selwyn,7857.0
2018,8,Thredbo,41879.0
2018,9,Charlotte Pass,3522.0
2018,9,Falls Creek,33734.0
2018,9,Mt. Baw Baw,8950.0
2018,9,Mt. Buller,45601.0
2018,9,Mt. Hotham,30515.0
2018,9,Mt. Stirling,1719.0
2018,9,Perisher,65256.0
2018,9,Selwyn,9032.0
2018,9,Thredbo,49315.0
2018,10,Charlotte Pass,3849.0
2018,10,Falls Creek,41774.0
2018,10,Mt. Baw Baw,7621.0
2018,10,Mt. Buller,43886.0
2018,10,Mt. Hotham,33527.0
2018,10,Mt. Stirling,1860.0
2018,10,Perisher,69540.0
2018,10,Selwyn,9444.0
2018,10,Thredbo,52085.0
2018,11,Charlotte Pass,3867.0
2018,11,Falls Creek,40149.0
2018,11,Mt. Baw Baw,6837.0
2018,11,Mt. Buller,46782.0
2018,11,Mt. Hotham,38115.0
2018,11,Mt. Stirling,1452.0
2018,11,Perisher,70211.0
2018,11,Selwyn,9592.0
2018,11,Thredbo,53194.0
2018,12,Charlotte Pass,3839.0
2018,12,Falls Creek,38075.0
2018,12,Mt. Baw Baw,10011.0
2018,12,Mt. Buller,46140.0
2018,12,Mt. Hotham,35284.0
2018,12,Mt. Stirling,1374.0
2018,12,Perisher,70681.0
2018,12,Selwyn,9764.0
2018,12,Thredbo,53232.0
2018,13,Charlotte Pass,2943.0
2018,13,Falls Creek,32603.0
2018,13,Mt. Baw Baw,6751.0
2018,13,Mt. Buller,34877.0
2018,13,Mt. Hotham,28187.0
2018,13,Mt. Stirling,913.0
2018,13,Perisher,54342.0
2018,13,Selwyn,7557.0
2018,13,Thredbo,41257.0
2018,14,Charlotte Pass,2542.0
2018,14,Falls Creek,28410.0
2018,14,Mt. Baw Baw,5793.0
2018,14,Mt. Buller,31144.0
2018,14,Mt. Hotham,21947.0
2018,14,Mt. Stirling,498.0
2018,14,Perisher,46265.0
2018,14,Selwyn,6454.0
2018,14,Thredbo,34676.0
2018,15,Charlotte Pass,1688.0
2018,15,Falls Creek,19085.0
2018,15,Mt. Baw Baw,4064.0
2018,15,Mt. Buller,20104.0
2018,15,Mt. Hotham,15320.0
2018,15,Mt. Stirling,258.0
2018,15,Perisher,30146.0
2018,15,Selwyn,4262.0
2018,15,Thredbo,23050.0
2019,1,Charlotte Pass,1385.0
2019,1,Falls Creek,8702.0
2019,1,Mt. Baw Baw,6393.0
2019,1,Mt. Buller,22375.0
2019,1,Mt. Hotham,5948.0
2019,1,Mt. Stirling,237.0
2019,1,Perisher,24730.0
2019,1,Selwyn,3472.0
2019,1,Thredbo,18741.0
2019,2,Charlotte Pass,700.0
2019,2,Falls Creek,4257.0
2019,2,Mt. Baw Baw,4311.0
2019,2,Mt. Buller,10904.0
2019,2,Mt. Hotham,3019.0
2019,2,Mt. Stirling,81.0
2019,2,Perisher,12913.0
2019,2,Selwyn,1831.0
2019,2,Thredbo,9845.0
2019,3,Charlotte Pass,992.0
2019,3,Falls Creek,7581.0
2019,3,Mt. Baw Baw,5341.0
2019,3,Mt. Buller,13018.0
2019,3,Mt. Hotham,5820.0
2019,3,Mt. Stirling,126.0
2019,3,Perisher,17700.0
2019,3,Selwyn,2534.0
2019,3,Thredbo,13374.0
2019,4,Charlotte Pass,1904.0
2019,4,Falls Creek,14826.0
2019,4,Mt. Baw Baw,6645.0
2019,4,Mt. Buller,29400.0
2019,4,Mt. Hotham,13150.0
2019,4,Mt. Stirling,63.0
2019,4,Perisher,34236.0
2019,4,Selwyn,4763.0
2019,4,Thredbo,25851.0
2019,5,Charlotte Pass,3584.0
2019,5,Falls Creek,31088.0
2019,5,Mt. Baw Baw,10595.0
2019,5,Mt. Buller,46986.0
2019,5,Mt. Hotham,26572.0
2019,5,Mt. Stirling,123.0
2019,5,Perisher,64459.0
2019,5,Selwyn,9019.0
2019,5,Thredbo,48275.0
2019,6,Charlotte Pass,3998.0
2019,6,Falls Creek,37988.0
2019,6,Mt. Baw Baw,9056.0
2019,6,Mt. Buller,49957.0
2019,6,Mt. Hotham,36382.0
2019,6,Mt. Stirling,318.0
2019,6,Perisher,72800.0
2019,6,Selwyn,9962.0
2019,6,Thredbo,55168.0
2019,7,Charlotte Pass,3377.0
2019,7,Falls Creek,33409.0
2019,7,Mt. Baw Baw,9515.0
2019,7,Mt. Buller,42583.0
2019,7,Mt. Hotham,23978.0
2019,7,Mt. Stirling,675.0
2019,7,Perisher,60123.0
2019,7,Selwyn,8267.0
2019,7,Thredbo,45493.0
2019,8,Charlotte Pass,3318.0
2019,8,Falls Creek,31157.0
2019,8,Mt. Baw Baw,10134.0
2019,8,Mt. Buller,41415.0
2019,8,Mt. Hotham,24998.0
2019,8,Mt. Stirling,858.0
2019,8,Perisher,58944.0
2019,8,Selwyn,8107.0
2019,8,Thredbo,45050.0
2019,9,Charlotte Pass,3449.0
2019,9,Falls Creek,34471.0
2019,9,Mt. Baw Baw,10039.0
2019,9,Mt. Buller,40425.0
2019,9,Mt. Hotham,31360.0
2019,9,Mt. Stirling,924.0
2019,9,Perisher,61440.0
2019,9,Selwyn,8547.0
2019,9,Thredbo,46665.0
2019,10,Charlotte Pass,3258.0
2019,10,Falls Creek,39514.0
2019,10,Mt. Baw Baw,4004.0
2019,10,Mt. Buller,41156.0
2019,10,Mt. Hotham,29531.0
2019,10,Mt. Stirling,909.0
2019,10,Perisher,60344.0
2019,10,Selwyn,8538.0
2019,10,Thredbo,45330.0
2019,11,Charlotte Pass,4333.0
2019,11,Falls Creek,40569.0
2019,11,Mt. Baw Baw,12128.0
2019,11,Mt. Buller,48415.0
2019,11,Mt. Hotham,39955.0
2019,11,Mt. Stirling,1455.0
2019,11,Perisher,77783.0
2019,11,Selwyn,10785.0
2019,11,Thredbo,59101.0
2019,12,Charlotte Pass,3980.0
2019,12,Falls Creek,38230.0
2019,12,Mt. Baw Baw,10255.0
2019,12,Mt. Buller,44315.0
2019,12,Mt. Hotham,37905.0
2019,12,Mt. Stirling,1542.0
2019,12,Perisher,71288.0
2019,12,Selwyn,10147.0
2019,12,Thredbo,53915.0
2019,13,Charlotte Pass,3238.0
2019,13,Falls Creek,35090.0
2019,13,Mt. Baw Baw,8502.0
2019,13,Mt. Buller,34454.0
2019,13,Mt. Hotham,33186.0
2019,13,Mt. Stirling,1083.0
2019,13,Perisher,59693.0
2019,13,Selwyn,8432.0
2019,13,Thredbo,45841.0
2019,14,Charlotte Pass,2733.0
2019,14,Falls Creek,30655.0
2019,14,Mt. Baw Baw,6878.0
2019,14,Mt. Buller,30775.0
2019,14,Mt. Hotham,27192.0
2019,14,Mt. Stirling,522.0
2019,14,Perisher,49945.0
2019,14,Selwyn,7077.0
2019,14,Thredbo,37957.0
2019,15,Charlotte Pass,2018.0
2019,15,Falls Creek,22832.0
2019,15,Mt. Baw Baw,6089.0
2019,15,Mt. Buller,22540.0
2019,15,Mt. Hotham,20169.0
2019,15,Mt. Stirling,363.0
2019,15,Perisher,37747.0
2019,15,Selwyn,5189.0
2019,15,Thredbo,28383.0
2022,1,Charlotte Pass,2109.0
2022,1,Falls Creek,16216.0
2022,1,Mt. Baw Baw,8513.0
2022,1,Mt. Buller,27665.0
2022,1,Mt. Hotham,16726.0
2022,1,Mt. Stirling,1038.0
2022,1,Perisher,37439.0
2022,1,Selwyn,5144.0
2022,1,Thredbo,28482.0
2022,2,Charlotte Pass,2110.0
2022,2,Falls Creek,11828.0
2022,2,Mt. Baw Baw,6516.0
2022,2,Mt. Buller,33328.0
2022,2,Mt. Hotham,17273.0
2022,2,Mt. Stirling,711.0
2022,2,Perisher,38068.0
2022,2,Selwyn,5403.0
2022,2,Thredbo,28805.0
2022,3,Charlotte Pass,2385.0
2022,3,Falls Creek,21374.0
2022,3,Mt. Baw Baw,5609.0
2022,3,Mt. Buller,36352.0
2022,3,Mt. Hotham,17846.0
2022,3,Mt. Stirling,426.0
2022,3,Perisher,42997.0
2022,3,Selwyn,5887.0
2022,3,Thredbo,32323.0
2022,4,Charlotte Pass,3705.0
2022,4,Falls Creek,31895.0
2022,4,Mt. Baw Baw,10614.0
2022,4,Mt. Buller,58192.0
2022,4,Mt. Hotham,32710.0
2022,4,Mt. Stirling,984.0
2022,4,Perisher,68311.0
2022,4,Selwyn,9683.0
2022,4,Thredbo,51793.0
2022,5,Charlotte Pass,4232.0
2022,5,Falls Creek,36797.0
2022,5,Mt. Baw Baw,11092.0
2022,5,Mt. Buller,65372.0
2022,5,Mt. Hotham,39827.0
2022,5,Mt. Stirling,1071.0
2022,5,Perisher,77499.0
2022,5,Selwyn,10791.0
2022,5,Thredbo,58950.0
2022,6,Charlotte Pass,3615.0
2022,6,Falls Creek,40770.0
2022,6,Mt. Baw Baw,9082.0
2022,6,Mt. Buller,49092.0
2022,6,Mt. Hotham,34135.0
2022,6,Mt. Stirling,660.0
2022,6,Perisher,66744.0
2022,6,Selwyn,9436.0
2022,6,Thredbo,50846.0
2022,7,Charlotte Pass,3723.0
2022,7,Falls Creek,38308.0
2022,7,Mt. Baw Baw,8570.0
2022,7,Mt. Buller,49631.0
2022,7,Mt. Hotham,34204.0
2022,7,Mt. Stirling,1158.0
2022,7,Perisher,66904.0
2022,7,Selwyn,9266.0
2022,7,Thredbo,50463.0
2022,8,Charlotte Pass,3536.0
2022,8,Falls Creek,35915.0
2022,8,Mt. Baw Baw,7825.0
2022,8,Mt. Buller,50634.0
2022,8,Mt. Hotham,32560.0
2022,8,Mt. Stirling,1032.0
2022,8,Perisher,64587.0
2022,8,Selwyn,9018.0
2022,8,Thredbo,48895.0
2022,9,Charlotte Pass,3441.0
2022,9,Falls Creek,39378.0
2022,9,Mt. Baw Baw,7810.0
2022,9,Mt. Buller,40367.0
2022,9,Mt. Hotham,34634.0
2022,9,Mt. Stirling,819.0
2022,9,Perisher,60980.0
2022,9,Selwyn,8602.0
2022,9,Thredbo,46293.0
2022,10,Charlotte Pass,3634.0
2022,10,Falls Creek,41541.0
2022,10,Mt. Baw Baw,6587.0
2022,10,Mt. Buller,44242.0
2022,10,Mt. Hotham,37253.0
2022,10,Mt. Stirling,1314.0
2022,10,Perisher,65991.0
2022,10,Selwyn,9356.0
2022,10,Thredbo,49363.0
2022,11,Charlotte Pass,3603.0
2022,11,Falls Creek,44226.0
2022,11,Mt. Baw Baw,7939.0
2022,11,Mt. Buller,43874.0
2022,11,Mt. Hotham,34672.0
2022,11,Mt. Stirling,1577.0
2022,11,Perisher,65880.0
2022,11,Selwyn,9146.0
2022,11,Thredbo,49801.0
2022,12,Charlotte Pass,3644.0
2022,12,Falls Creek,44959.0
2022,12,Mt. Baw Baw,6782.0
2022,12,Mt. Buller,44775.0
2022,12,Mt. Hotham,33389.0
2022,12,Mt. Stirling,975.0
2022,12,Perisher,65716.0
2022,12,Selwyn,9077.0
2022,12,Thredbo,49543.0
2022,13,Charlotte Pass,2794.0
2022,13,Falls Creek,35811.0
2022,13,Mt. Baw Baw,4750.0
2022,13,Mt. Buller,30766.0
2022,13,Mt. Hotham,29398.0
2022,13,Mt. Stirling,609.0
2022,13,Perisher,49749.0
2022,13,Selwyn,6969.0
2022,13,Thredbo,37838.0
2022,14,Charlotte Pass,2038.0
2022,14,Falls Creek,30281.0
2022,14,Mt. Baw Baw,3009.0
2022,14,Mt. Buller,21896.0
2022,14,Mt. Hotham,21856.0
2022,14,Mt. Stirling,357.0
2022,14,Perisher,37395.0
2022,14,Selwyn,5298.0
2022,14,Thredbo,28277.0
2022,15,Charlotte Pass,1829.0
2022,15,Falls Creek,26821.0
2022,15,Mt. Baw Baw,2262.0
2022,15,Mt. Buller,19427.0
2022,15,Mt. Hotham,18981.0
2022,15,Mt. Stirling,85.0
2022,15,Perisher,32777.0
2022,15,Selwyn,4557.0
2022,15,Thredbo,24771.0
2023,1,Charlotte Pass,605.0
2023,1,Falls Creek,7332.0
2023,1,Mt. Baw Baw,1218.0
2023,1,Mt. Buller,10172.0
2023,1,Mt. Hotham,5318.0
2023,1,Mt. Stirling,54.0
2023,1,Perisher,11226.0
2023,1,Selwyn,1591.0
2023,1,Thredbo,8545.0
2023,2,Charlotte Pass,741.0
2023,2,Falls Creek,7029.0
2023,2,Mt. Baw Baw,2458.0
2023,2,Mt. Buller,12397.0
2023,2,Mt. Hotham,8241.0
2023,2,Mt. Stirling,82.0
2023,2,Perisher,13577.0
2023,2,Selwyn,1932.0
2023,2,Thredbo,10240.0
2023,3,Charlotte Pass,1607.0
2023,3,Falls Creek,16737.0
2023,3,Mt. Baw Baw,7129.0
2023,3,Mt. Buller,23839.0
2023,3,Mt. Hotham,18549.0
2023,3,Mt. Stirling,422.0
2023,3,Perisher,28654.0
2023,3,Selwyn,4120.0
2023,3,Thredbo,21673.0
2023,4,Charlotte Pass,3258.0
2023,4,Falls Creek,29896.0
2023,4,Mt. Baw Baw,17116.0
2023,4,Mt. Buller,49596.0
2023,4,Mt. Hotham,33179.0
2023,4,Mt. Stirling,710.0
2023,4,Perisher,59114.0
2023,4,Selwyn,8400.0
2023,4,Thredbo,44587.0
2023,5,Charlotte Pass,3688.0
2023,5,Falls Creek,34384.0
2023,5,Mt. Baw Baw,14690.0
2023,5,Mt. Buller,58139.0
2023,5,Mt. Hotham,34315.0
2023,5,Mt. Stirling,678.0
2023,5,Perisher,66365.0
2023,5,Selwyn,9149.0
2023,5,Thredbo,49756.0
2023,6,Charlotte Pass,3573.0
2023,6,Falls Creek,39352.0
2023,6,Mt. Baw Baw,9419.0
2023,6,Mt. Buller,51039.0
2023,6,Mt. Hotham,44648.0
2023,6,Mt. Stirling,844.0
2023,6,Perisher,63478.0
2023,6,Selwyn,8950.0
2023,6,Thredbo,48555.0
2023,7,Charlotte Pass,3165.0
2023,7,Falls Creek,39492.0
2023,7,Mt. Baw Baw,10343.0
2023,7,Mt. Buller,46314.0
2023,7,Mt. Hotham,35497.0
2023,7,Mt. Stirling,589.0
2023,7,Perisher,58267.0
2023,7,Selwyn,8106.0
2023,7,Thredbo,44316.0
2023,8,Charlotte Pass,3090.0
2023,8,Falls Creek,35667.0
2023,8,Mt. Baw Baw,10041.0
2023,8,Mt. Buller,46474.0
2023,8,Mt. Hotham,34086.0
2023,8,Mt. Stirling,673.0
2023,8,Perisher,55647.0
2023,8,Selwyn,7770.0
2023,8,Thredbo,42124.0
2023,9,Charlotte Pass,2884.0
2023,9,Falls Creek,39490.0
2023,9,Mt. Baw Baw,7015.0
2023,9,Mt. Buller,40587.0
2023,9,Mt. Hotham,34067.0
2023,9,Mt. Stirling,1387.0
2023,9,Perisher,52481.0
2023,9,Selwyn,7424.0
2023,9,Thredbo,39758.0
2023,10,Charlotte Pass,2901.0
2023,10,Falls Creek,43353.0
2023,10,Mt. Baw Baw,7481.0
2023,10,Mt. Buller,37635.0
2023,10,Mt. Hotham,35521.0
2023,10,Mt. Stirling,1495.0
2023,10,Perisher,54314.0
2023,10,Selwyn,7666.0
2023,10,Thredbo,40626.0
2023,11,Charlotte Pass,2949.0
2023,11,Falls Creek,42005.0
2023,11,Mt. Baw Baw,4999.0
2023,11,Mt. Buller,36754.0
2023,11,Mt. Hotham,37115.0
2023,11,Mt. Stirling,2050.0
2023,11,Perisher,53176.0
2023,11,Selwyn,7581.0
2023,11,Thredbo,40364.0
2023,12,Charlotte Pass,2480.0
2023,12,Falls Creek,36988.0
2023,12,Mt. Baw Baw,3680.0
2023,12,Mt. Buller,33923.0
2023,12,Mt. Hotham,30944.0
2023,12,Mt. Stirling,906.0
2023,12,Perisher,45383.0
2023,12,Selwyn,6278.0
2023,12,Thredbo,34371.0
2023,13,Charlotte Pass,1650.0
2023,13,Falls Creek,28811.0
2023,13,Mt. Baw Baw,1265.0
2023,13,Mt. Buller,18840.0
2023,13,Mt. Hotham,22969.0
2023,13,Mt. Stirling,1069.0
2023,13,Perisher,30430.0
2023,13,Selwyn,4244.0
2023,13,Thredbo,23161.0
2023,14,Charlotte Pass,1037.0
2023,14,Falls Creek,22814.0
2023,14,Mt. Baw Baw,3879.5
2023,14,Mt. Buller,9166.0
2023,14,Mt. Hotham,15149.0
2023,14,Mt. Stirling,483.0
2023,14,Perisher,19256.0
2023,14,Selwyn,2733.0
2023,14,Thredbo,14628.0
2023,15,Charlotte Pass,705.0
2023,15,Falls Creek,16476.0
2023,15,Mt. Baw Baw,2635.5
2023,15,Mt. Buller,6355.0
2023,15,Mt. Hotham,9148.0
2023,15,Mt. Stirling,221.0
2023,15,Perisher,13110.0
2023,15,Selwyn,1865.0
2023,15,Thredbo,9901.0
2024,1,Charlotte Pass,392.0
2024,1,Falls Creek,5511.0
2024,1,Mt. Baw Baw,1558.0
2024,1,Mt. Buller,5726.0
2024,1,Mt. Hotham,2079.0
2024,1,Mt. Stirling,54.0
2024,1,Perisher,7198.0
2024,1,Selwyn,990.0
2024,1,Thredbo,5493.0
2024,2,Charlotte Pass,505.0
2024,2,Falls Creek,5506.0
2024,2,Mt. Baw Baw,1546.0
2024,2,Mt. Buller,8215.0
2024,2,Mt. Hotham,4269.0
2024,2,Mt. Stirling,12.0
2024,2,Perisher,9075.0
2024,2,Selwyn,1264.0
2024,2,Thredbo,6847.0
2024,3,Charlotte Pass,677.0
2024,3,Falls Creek,6501.0
2024,3,Mt. Baw Baw,1695.0
2024,3,Mt. Buller,11786.0
2024,3,Mt. Hotham,6033.0
2024,3,Mt. Stirling,106.0
2024,3,Perisher,12013.0
2024,3,Selwyn,1686.0
2024,3,Thredbo,9071.0
2024,4,Charlotte Pass,1460.0
2024,4,Falls Creek,19666.0
2024,4,Mt. Baw Baw,4457.0
2024,4,Mt. Buller,24083.0
2024,4,Mt. Hotham,11558.0
2024,4,Mt. Stirling,122.0
2024,4,Perisher,26583.0
2024,4,Selwyn,3662.0
2024,4,Thredbo,20186.0
2024,5,Charlotte Pass,3268.0
2024,5,Falls Creek,40093.0
2024,5,Mt. Baw Baw,11079.0
2024,5,Mt. Buller,50827.0
2024,5,Mt. Hotham,27353.0
2024,5,Mt. Stirling,426.0
2024,5,Perisher,60244.0
2024,5,Selwyn,8563.0
2024,5,Thredbo,45827.0
2024,6,Charlotte Pass,3602.0
2024,6,Falls Creek,46620.0
2024,6,Mt. Baw Baw,9830.0
2024,6,Mt. Buller,53357.0
2024,6,Mt. Hotham,31258.0
2024,6,Mt. Stirling,122.0
2024,6,Perisher,64682.0
2024,6,Selwyn,8932.0
2024,6,Thredbo,48866.0
2024,7,Charlotte Pass,3271.0
2024,7,Falls Creek,43349.0
2024,7,Mt. Baw Baw,9456.0
2024,7,Mt. Buller,45399.0
2024,7,Mt. Hotham,36427.0
2024,7,Mt. Stirling,1403.0
2024,7,Perisher,60369.0
2024,7,Selwyn,8530.0
2024,7,Thredbo,46149.0
2024,8,Charlotte Pass,3164.0
2024,8,Falls Creek,43812.0
2024,8,Mt. Baw Baw,8513.0
2024,8,Mt. Buller,49676.0
2024,8,Mt. Hotham,24401.0
2024,8,Mt. Stirling,1596.0
2024,8,Perisher,57846.0
2024,8,Selwyn,8160.0
2024,8,Thredbo,43752.0
2024,9,Charlotte Pass,3457.0
2024,9,Falls Creek,49697.0
2024,9,Mt. Baw Baw,9635.0
2024,9,Mt. Buller,49587.0
2024,9,Mt. Hotham,25904.0
2024,9,Mt. Stirling,2097.0
2024,9,Perisher,62142.0
2024,9,Selwyn,8533.0
2024,9,Thredbo,46790.0
2024,10,Charlotte Pass,3084.0
2024,10,Falls Creek,38756.0
2024,10,Mt. Baw Baw,8121.0
2024,10,Mt. Buller,50031.0
2024,10,Mt. Hotham,25139.0
2024,10,Mt. Stirling,1632.0
2024,10,Perisher,55118.0
2024,10,Selwyn,7668.0
2024,10,Thredbo,41927.0
2024,11,Charlotte Pass,2667.0
2024,11,Falls Creek,38541.0
2024,11,Mt. Baw Baw,5977.0
2024,11,Mt. Buller,43387.0
2024,11,Mt. Hotham,24260.0
2024,11,Mt. Stirling,1416.0
2024,11,Perisher,49136.0
2024,11,Selwyn,6859.0
2024,11,Thredbo,37608.0
2024,12,Charlotte Pass,2392.0
2024,12,Falls Creek,42101.0
2024,12,Mt. Baw Baw,3597.0
2024,12,Mt. Buller,36668.0
2024,12,Mt. Hotham,19289.0
2024,12,Mt. Stirling,701.0
2024,12,Perisher,43382.0
2024,12,Selwyn,5969.0
2024,12,Thredbo,33208.0
2024,13,Charlotte Pass,1323.0
2024,13,Falls Creek,25252.0
2024,13,Mt. Baw Baw,1500.0
2024,13,Mt. Buller,15415.0
2024,13,Mt. Hotham,14487.0
2024,13,Mt. Stirling,213.0
2024,13,Perisher,23908.0
2024,13,Selwyn,3351.0
2024,13,Thredbo,18120.0
2024,14,Charlotte Pass,454.0
2024,14,Falls Creek,17137.0
2024,14,Mt. Baw Baw,632.5
2024,14,Mt. Buller,14003.0
2024,14,Mt. Hotham,2700.0
2024,14,Mt. Stirling,534.5
2024,14,Perisher,8244.0
2024,14,Selwyn,1177.0
2024,14,Thredbo,6270.0
2024,15,Charlotte Pass,294.0
2024,15,Falls Creek,12950.0
2024,15,Mt. Baw Baw,0.0
2024,15,Mt. Buller,7760.5
2024,15,Mt. Hotham,12148.5
2024,15,Mt. Stirling,0.0
2024,15,Perisher,5336.0
2024,15,Selwyn,745.0
2024,15,Thredbo,4103.0
